,source,content,category,sentiment,date_parsed
2120,deavita,"Geruchsverlust wegen Coronavirus. Forscher berichten über die entdeckten Mechanismen der kurz- und langfristigen Anosmie bei Sars-CoV-2, wenn Menschen nichts riechen können.",health,0,2021-05-14
2121,kurier,"Covid-19 kann zu Erektionsstörungen führen. ""Ein weiterer Grund, warum wir alle vermeiden sollten, Covid-19 zu bekommen"", sagte der Autor einer aktuellen Studie.",health,0,2021-05-14
2122,chip online,Sonnenbrand Rechner kostenlos zum Download. Eine der Hauptursachen für unansehnliche Hautschädigungen und die Entstehung von Hautkrebs sind Sonnenbrände. Mit den passenden Gratis-Apps für Android und iOS können sich Sonnenliebhaber vor dieser Schattenseite schützen.,health,1,2021-05-14
2123,salzburger nachrichten,Was hinter anhaltend positiven Coronatests stecken könnte. Manche werden noch lange nach ihrer Infektion coronapositiv getestet. Eine Studie liefert eine mögliche Erklärung.,health,0,2021-05-14
2124,20 minuten,"Süleyman Soylu : Fehde zwischen türkischem Innenminister und Mafiaboss eskaliert. Ein Mafia-Chef unterstellt verschiedenen türkischen Regierungspolitikern, sie hätten Verbindungen zum organisierten Verbrechen. Nun hat der Verteidigungsminister genug.",world,0,2021-05-17
2125,20 minuten,"Babyfoto auf Instagram : Hat Loredana ein zweites Kind bekommen?. Lange wurde gerätselt, nun postet Rapperin Loredana auf Instagram ein Babyfoto. Hat die 25-Jährige ihr zweites Kind bekommen? Fans können es kaum glauben.",world,0,2021-05-17
2126,blick,"Kritik an UNRWA - zahlt die Schweiz an die Raketen der Hamas?. Die Hamas im Gazastreifen verfügt noch über schätzungsweise 13'000 Raketen, die sie nach Israel schiessen können. Ein auch von der Schweiz unterstütztes Hilfswerk steht in der Kritik, sich zu wenig von den radikalen Palästinensern abzugrenzen.",world,0,2021-05-17
2127,blick,Indische Corona-Variante in Grossbritannien auf Vormarsch. Die indische Corona-Variante breitet sich in Grossbritannien weiter aus. Vor allem zwei Städte sind davon betroffen.,world,1,2021-05-17
2128,20 minuten,"Bispingen (D) : Mädchen (11) wird nach Tötungsdelikt vermisst. In Bispingen in Niedersachsen wurden am Sonntagnachmittag in einem Haus zwei Leichen gefunden. Die elfjährige Lilli Marie L., ist seither verschwunden. Die Polizei bittet um Mithilfe.",world,0,2021-05-17
2129,blick,Wegen Epstein-Skandal: Prinz Andrew verliert Schirmherrschaften. Viele Organisationen haben ihr Vertrauen ihn Prinz Andrew verloren: Fast 50 Organisationen haben die Zusammenarbeit mit ihm beendet.,world,0,2021-05-17
2130,20 minuten,"""Mein Körper ist müde"". Joe Exotic aus der Netflix-Dokumentation «Tiger King» könnte Krebs haben. Nun fordert der inhaftierte Serienstar eine Begnadigung durch US-Präsident Joe Biden.",world,0,2021-05-17
2131,blick,Miss Universe 2021: Andrea Meza aus Mexiko gewinnt. Die 26-jährige Mexikanerin Andrea Meza ist zur diesjährigen Miss Universe gekürt worden.,world,1,2021-05-17
2132,srf,Prozess in Moskau - Das droht Nawalnys Mitstreitern. Nach Nawalnys Verhaftung stehen auch seine Organisationen vor dem Aus. Der Vorwurf aus Moskau lautet auf Extremismus.,world,0,2021-05-17
2133,srf,"Strafantrag gegen Kanzler Kurz - ""Ein angeklagter Bundeskanzler wäre wirklich einzigartig"". Mögliche Anklage: Österreichs Kanzler zeigt sich überzeugt, dass das für ihn keine Konsequenzen hat.",world,1,2021-05-17
2134,20 minuten,"Symptom: Corona-Penis : Covid-19-Impfung rettet Leben – und Erektionen. Wem sein Penis lieb ist, der sollte sich besser gegen Covid-19 impfen lassen. Denn das Coronavirus Sars-CoV-2 greift auch das beste Stück des Mannes an – in mehrfacher Hinsicht.",world,1,2021-05-17
2135,blick,National League: Meister EV Zug verpflichtet Anton Lander. Schweizer Meister Zug verkündet den nächsten Neuzugang. Der Schwede Anton Lander (30) verstärkt die Offensive.,world,1,2021-05-17
2136,20 minuten,Brand am Zürichberg : Zwei Stunden vor der Eskalation bat R.S.* (65) um mehr Zeit. Am Montagmorgen verschanzte sich R.S.* (65) in seiner Zürcher Villa. Wenige Stunden vor seinem Suizid bat er die Behörden um eine Verschiebung der Zwangsausweisung.,world,0,2021-05-17
2137,20 minuten,"""The Me You Can’t See"". Im Trailer von Prinz Harrys erster Doku-Serie «The Me You Can’t See» kommt er selbst, aber auch Stars wie Lady Gaga und Glenn Close zu Wort.",world,1,2021-05-17
2138,hersfelder zeitung,"Gesunder Lebensstil: Sport hilft gegen Bluthochdruck. Bluthochdruck ist ein Risikofaktor für die Gesundheit. Dabei können Betroffene einiges tun, um dem entgegenzuwirken. Bewegung ist ein Faktor, doch es gehört mehr dazu.",world,1,2021-05-17
2139,20 minuten,Leerer Feed : Lena Meyer-​​Landrut löscht alle Fotos von Insta. Und plötzlich war alles weg: Ex-ESC-Siegerin Lena Meyer-Landrut hat sämtliche Instagram-Fotos gelöscht. Doch warum?,world,0,2021-05-17
2140,srf,News aus dem Tennis - Federer trifft zum Auftakt auf Andujar. Hier finden Sie die wichtigsten Tennis-Kurzmeldungen des Tages.,world,1,2021-05-17
2141,da-imnetz.de,"Resident Evil 8 Village: Alle kombinierbaren Schätze im Guide. Das Dorf von Resident Evil 8 Village steckt voller Schätze. Ingame.de* zeigt, wo die besonders wertvollen, kombinierbaren Schätze versteckt sind.",world,1,2021-05-17
2142,srf,Bettler in Basel - Regierung greift durch und will Betteln mehrheitlich verbieten. Der Vorschlag der Regierung für eine teilweises Bettelverbot sei mit der Europäischen Menschenrechtskonvention konform.,world,0,2021-05-17
2143,20 minuten,"Antikörper-Cocktail : 3000 Dosen des Covid-Medikaments von Roche eingetroffen. Ab Mitte Mai werde der Antikörper-Cocktail verfügbar sein, versprach der Bund. Jetzt sind die bestellten Dosen da. Die Spitäler wollen rasch loslegen.",world,1,2021-05-17
2144,nau.ch,"Sonde «Solar Orbiter»: Erste Filme von Sonneneruptionen. Die Daten waren Monate unterwegs - nun liegen die Filme der Weltraumsonde «Solar Orbiter» vor. Sie zeigen Partikeleruptionen, die von der Erde aus gesehen hinter der Sonne stattfinden.",world,1,2021-05-17
2145,20 minuten,200 neue Stellen - Decathlon will in der Schweiz massiv ausbauen. Bis Ende 2022 schafft der Anbieter von Sport- und Wellnessartikel zweihundert neue Stellen. Mittlerweile besitzt die Kette in der Schweiz 24 Filialen.,world,1,2021-05-17
2146,nau.ch,Coronavirus: Hier vermiest Indien-Mutation bereits Lockerungen. Etliche Regierungen zeigen sich besorgt über die hochansteckende indische Variante des Coronavirus. Wales lockert heute seinen Lockdown mit grosser Vorsicht.,world,0,2021-05-17
2147,neue zürcher zeitung,"Scheidung des Ehepaar Gates: Gates hatte offenbar eine Affäre - Neue Zürcher Zeitung. Der Microsoft-Gründer Bill Gates habe vor Jahren eine Beziehung mit einer Angestellten gehabt, berichtet das «Wall Street Journal». Diese sei auch ein Grund dafür gewesen, dass Gates 2020 den Verwaltungsrat des Softwarekonzerns verlassen habe. Offenbar machte…",world,0,2021-05-17
2148,20 minuten,"«The Me You Can’t See» - Prinz Harry und Oprah teilen emotionalen Trailer zur gemeinsamen Doku. Im Trailer von Prinz Harrys erster Doku-Serie «The Me You Can’t See» kommt er selbst, aber auch Stars wie Lady Gaga und Glenn Close zu  Wort.",world,1,2021-05-17
2149,tagblatt.ch,Brandnacht - «Ich stehe noch immer etwas unter Schock»: Pferdestall im Thurgau brennt nieder – alle Tiere werden gerettet. Am frühen Montagmorgen brannte im Birwinker Weiler Eckartshausen ein Stall und eine Scheune. Der Besitzer konnte alle Tiere retten und die Feuerwehr ein Übergreifen der Flammen verhindern.,world,0,2021-05-17
2150,berliner morgenpost,Corona-Impfung: Die dritte Impfdosis rückt immer näher - Thüringische Landeszeitung. Der Impfschutz bei Corona-Vakzinen hält nicht ewig an. Darum könnte die dritte Impfung für viele bald schon fällig sein.,world,0,2021-05-17
2151,aerztezeitung.de,"Corona und Hypertonie: Wer seinen Blutdruck senkt, profitiert zweifach - Ärzte Zeitung. Der 17. Mai ist Welthypertonietag. Anlass für die Deutsche Herzstiftung, daran zu erinnern: Hypertonie gehört zu den Risikofaktoren für einen schwerer COVID-19-Verlauf.",world,0,2021-05-17
2152,luzerner zeitung,"World Economic Forum WEF in Singapur wird abgesagt - Luzerner Zeitung. CH Media hat aus Insiderkreisen erfahren: Das Jahrestreffen 2021 in Singapur findet nun doch nicht statt. Die neuen Indien-Mutanten, die im bislang «coronafreien»  Inselstaat aufgetaucht sind, durchkreuzen die Pläne. Was aber heisst das für die Zentralschweiz…",world,0,2021-05-17
2153,blick,"Schweiz gibt Gas: Alain Berset besucht Impfzentrum in Schaffhausen. Bei einem Besuch in Schaffhausen sprach Alain Berset über baldige Öffnungsschritte. Die epidemiologische Lage sei sehr gut. Gehe es so weiter, sollen Ende Mai die Restaurants wieder ganz öffnen dürfen – ohne Covid-Zertifikate.",world,1,2021-05-17
2154,bluewin.ch,FCB-CEO Roland Heri gibt seinen Rücktritt. Nach dem Besitzerwechsel beim FC Basel gibt es auch in der Vereinsführung weitere Umstrukturierungen. CEO Roland Heri tritt zurück.,world,0,2021-05-17
2155,blick,"Ehemaliger Gstaader Palace-Direktor Ernst Scherz ist tot. Der ehemalige Direktor des Gstaader Luxushotels Palace, Ernst Andrea Scherz, ist im Alter von 81 Jahren nach längerer Krankheit verstorben. Das teilte das Haus am Montag mit.",world,0,2021-05-17
2156,it magazine,"Erste Features aus Windows 10X in Windows 10 Sun Valley entdeckt. Zwar wurde die Entwicklung des Mobile-OS Windows 10X eingestellt, einige der entwickelten Features sollen es aber ins kommende Sun Valley Update von Windows 10 schaffen.",world,1,2021-05-17
2157,20 minuten,Situation in Asien - Thailand und Taiwan erreichen Rekordwert an Corona-Infektionen. Mehrere Länder vermelden rekordhohe Ansteckungszahlen. Besonders in Thailand verschärft sich die Lage. Dort werden die Gefängnisse immer mehr zu Hot Spots.,world,0,2021-05-17
2158,20 minuten,R. S. (57) in Killwangen AG erstochen. Der 57-jährige R. S. wurde vor rund zwei Jahren in Killwangen erstochen. Seit Montag steht der mutmassliche Täter vor Gericht. Er beteuert seine Unschuld.,nation,0,2021-05-17
2159,telebasel,"Demo-Bewilligungspraxis soll transparenter werden. Jetzt meldet sie sich zu Wort: Nach etwas über 100 Tagen gibt Sicherheitsdirektorin erstmals Preis, wie sie mit Demonstrationen umgehen will.",nation,1,2021-05-17
2160,20 minuten,Drohende Konkurswelle : Fitnesscenter bleiben trotz Öffnung halb leer. In den Sportstudios kann wieder geschwitzt werden. Doch die grosse Kundschaft bleibt fern. Der Branchenverband rechnet im Sommer mit Pleiten – und hofft auf kulante Abonnentinnen und Abonnenten.,nation,0,2021-05-17
2161,blick,Boni-Knatsch: Bundesrätin Simonetta Sommaruga nimmt sich SRG zur Brust. Trotz Krisenjahr kassieren die Chefs der SRG hohe Boni. Zum Ärger von Medienministerin Simonetta Sommaruga. Sie findet die Vergütungen «unsensibel». Und will sich die SRG-Verantwortlichen zur Brust nehmen.,nation,0,2021-05-17
2162,blick,Basel-Stadt: Impftermine ab 16 Jahren freigeschaltet. Im Kanton Basel-Stadt werden bald Personen ab 16 Jahren gegen das Coronavirus geimpft. Die ersten Impftermine wurden am Montag vergeben.,nation,0,2021-05-17
2163,blick,Schweiz gibt Gas: Alain Berset besucht Impfzentrum in Schaffhausen. Die Schweiz gibt beim Impfen gegen das Coronavirus mittlerweile Gas. Der Kanton Schaffhausen etwa impft seit dieser Woche alle Impfwilligen ab 16 Jahren. Bundesrat Alain Berset verschafft sich am Montag einen Eindruck vor Ort. Blick TV berichtet live ab 16.30 Uhr.,nation,1,2021-05-17
2164,blick,"Neun Überholmanöver: Rumänen-Raser blochte durch Gotthard-Tunnel. Ein Rumäne bolzte durch den Gotthard wie von der Tarantel gestochen. Angeblich weil er von einem Deutschen verfolgt wurde, überholte mehrere Male andere Autos. Jetzt kams zum Prozess.",nation,0,2021-05-17
2165,blick,Kanton Bern schaltet weitere Impftermine auf. Im Kanton werden weitere Impftermine frei. Alle Interessierten können sich nun anmelden.,nation,1,2021-05-17
2166,blick,Unbekannte zerstören in Buchs SG über 100 Regenbogenfahnen. Ausgerechnet am Tag gegen Queer-Feindlichkeit haben Unbekannte in Buchs SG über 100 Regenbogenfahnen von den Bäumen gerissen und zerstört.,nation,0,2021-05-17
2167,btc-echo,"Galaxy Digital: Großbanken brauchen mehr Energie als Bitcoin. Das Kryptounternehmen Galaxy Digital präsentiert einen Report, der den Stromverbrauch von Bitcoin mit dem der Großbanken vergleicht.",business,1,2021-05-17
2168,watson,"Milliarden-Deal rund um HBO und Warner Bros. – AT&T verkauft TV-Sender. In der US-Medienbranche entsteht ein neues Schwergewicht mit dem Hollywood-Studio Warner Bros. sowie TV-Sendern wie HBO, CNN und Eurosport. Der …",business,1,2021-05-17
2169,blick,Coop will die 1000ste Filiale eröffnen. Coop will weiter wachsen. Und demnächst die 1000. Filiale eröffnen.,business,1,2021-05-17
2170,tages-anzeiger,"Kurs fällt um über 10 Prozent - Tesla-Chef Musk schickt Bitcoin auf Dreimonatstief. Elon Musk hat dementiert, dass Tesla bereits Verkäufe getätigt habe. Trotzdem fiel der Bitcoin-Kurs um mehr als 10 Prozent.",business,0,2021-05-17
2171,aerotelegraph,Jetzt ist auch der Flügel der Irkut MS-21 russisch. Russland treibt den Ersatz ausländischer Teile durch heimische voran. Jetzt bekam die erste Irkut MS-21 eine Tragfläche aus russischen Verbundwerkstoffen.,business,1,2021-05-17
2172,blick,"Krankenkassen: Groupe Mutuel verliert massiv Kunden. Die beiden führenden Krankenkassen in der Grundversicherung, die Helsana und die CSS, haben ihre Marktposition in den letzten fünf Jahren markant ausgebaut. Das geht aus dem jüngsten Report des Vergleichsdienstes Comparis hervor.",business,0,2021-05-17
2173,tages-anzeiger,"100 Prozent erneuerbare Energie? - Mit diesem Trick wollen die SBB ihren Atomstrom als grün verkaufen. Die Bahnen werden ihre Beteiligung an der Kernkraft nicht los. Trotzdem kündigen sie an, künftig nur noch mit sauberem Strom zu fahren. Das sei geflunkert, sagt ein Experte.",business,0,2021-05-17
2174,cryptoticker.io,Warum Cardano dem Bärenmarkt trotzt - Bald Tesla Partner?. Cardano hat eine Rallye hingelegt - während des Bärenmarktes der anderen großen Kryptowährungen. Was sorgt für den Anstieg?,business,0,2021-05-16
2175,cointelegraph deutschland,Microsoft gibt still und heimlich das Ende für Blockchain-Service Azure bekannt. Ohne Angabe von Gründen vermeldet Microsoft die Schließung der Blockchain-as-a-Service Plattform Azure.,business,0,2021-05-16
2176,blick,Skandale ohne Ende: Die Credit Suisse und die Kultur des Wegschauens. Die Credit Suisse wird noch lange mit der Aufarbeitung ihrer Vergangenheit beschäftigt sein. Nun greift auch die Politik ins Geschehen ein.,business,0,2021-05-16
2177,cryptomonday.de,"Hält der Bitcoin Kurs einem weiteren Absturz stand? PoW-Kritik von Elon Musk und das Erfolgsrezept von Ethereum - CryptoMonday | Bitcoin & Blockchain News | Community & Meetups. Lese die spannendsten Bitcoin Kurs Prognosen, Ripple (XRP) News sowie weitere Altcoin News der aktuellen Woche.",business,1,2021-05-16
2178,aerotelegraph,"Swiss will nur noch halb so viele Helvetic-Flieger. Jetzt ist klar, wie stark die Lufthansa-Tochter beim Wet-Lease-Partner abbauen will: Swiss will statt acht künftig nur noch vier Embraer-Jets von Helvetic nutzen.",business,0,2021-05-16
2179,coincierge,100%-Rallye für Ripples XRP? Trader bullish: „Ich kann es fühlen“. Für Ripples XRP scheint sich eine spannende Preisaktion zu entwickeln: Ein Analyst hält bei XRP eine Rallye von 100 Prozent für möglich.,business,1,2021-05-15
2180,chip online,"Kein Android-Update für Galaxy S8: Samsung drängt uns zum Kauf - aber das muss nicht sein. Das noch immer beliebte Galaxy S8 erhält von Samsung keine Sicherheitsupdates mehr. Das grenzt für mich fast an Nötigung. Apple zeigt zum Beispiel eindrucksvoll, dass das anders geht.",technology,0,2021-05-17
2181,btc-echo,Bitcoin-Kurs korrigiert deutlich und sorgt für blutiges Wochenende. Bitcoin fällt kurzfristig auf 42.000 USD und zieht auch viele Altcoins mit gen Süden. Erste Anleger nutzen die Kursschwäche für Neueinstiege.,technology,1,2021-05-17
2182,inside digital,"Smartphone Updates: Neue Firmwares hier, Verzögerungen da. Viele neue Smartphone-Updates stehen ab sofort zur Installation bereit. Wir verraten dir, welche Handys von einer neuen Firmware profitieren.",technology,0,2021-05-17
2183,finews.ch,UBS lässt Kunden mit digitalen Assets experimentieren. Die UBS ist bezüglich des Themas Kryptowährungen und digitale Assets äusserst verschwiegen. Gemäss Informationen von finews.ch lässt die Grossbank Institutionelle Kunden mit tokenisierten Assets experimentieren.,technology,0,2021-05-17
2184,blick,SBB bleiben auf Atom-Strom sitzen: Kein Käufer für KKW-Paket. Die millionenschwere Beteiligung an einer Atomfirma bleibt in den Büchern der SBB. Ein Verkauf ist vorerst gescheitert. Für das grüne Etikett muss die Bahn nun in die Trickkiste greifen.,technology,0,2021-05-17
2185,chip online,"Weitverbreiteter Irrtum: Warum Sie Spam-Mails nicht löschen sollten. Spam-Mails gehören zu den nervigsten Aspekten des Internets. Der schnellste und offensichtlichste Umgang mit Spam wäre, diesen direkt zu löschen. Allerdings ist das Löschen von Spam nicht gerade empfehlenswert. Im Video erklären wir eine kriminelle Masche, die über Ihre E-Mail-Adresse Spam-Mails verschickt.",technology,0,2021-05-17
